           1 x1     =    3.2457362834159160        2.2257640418467139E-003
           1 x2     =    4.9015853341748130        1.6810250825278086E-003
           1 x0     =    4.4568712933701997        1.1112917533809446E-003
           2 x1     =    2.9266871185149550        1.5073638170930940E-003
           2 x2     =    3.9549002400495152        4.0285056331012564E-002
           2 x0     =    3.9872554534192428        7.4738876025753336E-003
           3 x1     =    1.6956435290030927        6.6650415790583450E-002
           3 x2     =    5.5718413498468911        3.8897505182549272E-003
           3 x0     =    4.2972993186247095        2.4796770664577954E-002
           4 x1     =    2.6600564702154070        4.3130047600402907E-003
           4 x2     =    4.6131911481805101        5.1290024751701200E-003
           4 x0     =    4.1838021710818163        3.7949952851654744E-003
           5 x1     =    3.2924605327870227        8.4767288775226758E-004
           5 x2     =    4.1076949936156328        1.1284465191533108E-003
           5 x0     =    3.7567661623397064        6.9804016837171005E-004
           6 x1     =    3.7652106148127094        2.8358525681675795E-002
           6 x2     =    5.8828260556429637        1.9792098436546110E-003
           6 x0     =    4.9523363474073232        1.2876668500511494E-002
           7 x1     =    3.4797007605302723        1.7596307035562864E-002
           7 x2     =    5.0695493724829843        4.8373428468176805     
           7 x0     =    5.0685321716927287        2.2899168946428211E-002
